LAST NAME,FIRST NAME,MIDDLE NAME,STUDENT ID,COURSE NUMBER,COURSE NAME,COURSE ID,ROOM NUMBER,PERIOD
HOWARD,AZIZ,H.,1261,CourseNumber55,CourseName72,CourseID165,RoomNumber55,4
HOWARD,AZIZ,H.,1261,CourseNumber66,CourseName83,CourseID223,RoomNumber39,1
HOWARD,AZIZ,H.,1261,CourseNumber68,CourseName85,CourseID231,RoomNumber46,8
HOWARD,AZIZ,H.,1261,CourseNumber94,CourseName114,CourseID350,RoomNumber40,6
HOWARD,BEATRICE,J.,1262,CourseNumber25,CourseName41,CourseID151,RoomNumber7,5
HOWARD,BEATRICE,J.,1262,CourseNumber34,CourseName51,CourseID448,RoomNumber85,7
HOWARD,BEATRICE,J.,1262,CourseNumber55,CourseName72,CourseID1307,RoomNumber55,2
HOWARD,BEATRICE,J.,1262,CourseNumber71,CourseName88,CourseID842,RoomNumber68,8
HOWARD,BEATRICE,I.,1263,CourseNumber1,CourseName2,CourseID1249,RoomNumber3,4
HOWARD,BEATRICE,I.,1263,CourseNumber12,CourseName23,CourseID943,RoomNumber91,2
HOWARD,BEATRICE,I.,1263,CourseNumber139,CourseName164,CourseID697,RoomNumber7,1
HOWARD,BEATRICE,I.,1263,CourseNumber26,CourseName42,CourseID1105,RoomNumber33,5
HOWARD,BEATRICE,I.,1263,CourseNumber31,CourseName48,CourseID194,RoomNumber60,6
HOWARD,BEATRICE,I.,1263,CourseNumber39,CourseName56,CourseID584,RoomNumber36,3
HOWARD,BONNI,Z.,1264,CourseNumber33,CourseName50,CourseID1384,RoomNumber34,5
HOWARD,BONNI,Z.,1264,CourseNumber35,CourseName52,CourseID840,RoomNumber7,4
HOWARD,BONNI,Z.,1264,CourseNumber36,CourseName53,CourseID112,RoomNumber8,3
HOWARD,BONNI,Z.,1264,CourseNumber38,CourseName55,CourseID728,RoomNumber35,1
HOWARD,BONNI,Z.,1264,CourseNumber39,CourseName56,CourseID561,RoomNumber36,2
HOWARD,BONNI,Z.,1264,CourseNumber41,CourseName58,CourseID1596,RoomNumber44,6
HOWARD,BONNI,Z.,1264,CourseNumber94,CourseName114,CourseID384,RoomNumber40,8
HOWARD,CONNAL,J.,1265,CourseNumber13,CourseName24,CourseID352,RoomNumber7,5
HOWARD,CONNAL,J.,1265,CourseNumber156,CourseName183,CourseID862,RoomNumber59,7
HOWARD,CONNAL,J.,1265,CourseNumber157,CourseName186,CourseID1350,RoomNumber17,6
HOWARD,CONNAL,J.,1265,CourseNumber16,CourseName27,CourseID998,RoomNumber21,8
HOWARD,CONNAL,J.,1265,CourseNumber22,CourseName37,CourseID67,RoomNumber25,2
HOWARD,CRAWFORD,K.,1266,CourseNumber198,CourseName231,CourseID1309,RoomNumber59,5
HOWARD,CRAWFORD,K.,1266,CourseNumber6,CourseName12,CourseID1272,RoomNumber111,6
HOWARD,CRAWFORD,K.,1266,CourseNumber63,CourseName80,CourseID203,RoomNumber62,3
HOWARD,CRAWFORD,K.,1266,CourseNumber74,CourseName91,CourseID537,RoomNumber25,7
HOWARD,CRAWFORD,K.,1266,CourseNumber76,CourseName93,CourseID539,RoomNumber57,8
HOWARD,CRAWFORD,K.,1266,CourseNumber9,CourseName17,CourseID169,RoomNumber7,1
HOWARD,DINO,L.,1267,CourseNumber122,CourseName144,CourseID669,RoomNumber27,1
HOWARD,DINO,L.,1267,CourseNumber16,CourseName27,CourseID998,RoomNumber21,8
HOWARD,DINO,L.,1267,CourseNumber217,CourseName254,CourseID1532,RoomNumber59,5
HOWARD,DINO,L.,1267,CourseNumber30,CourseName47,CourseID241,RoomNumber7,6
HOWARD,DINO,L.,1267,CourseNumber40,CourseName57,CourseID636,RoomNumber96,3
HOWARD,DINO,L.,1267,CourseNumber42,CourseName59,CourseID790,RoomNumber26,2
HOWARD,DINO,L.,1267,CourseNumber43,CourseName60,CourseID126,RoomNumber45,7
HOWARD,DINO,L.,1267,CourseNumber70,CourseName87,CourseID555,RoomNumber66,4
HOWARD,HAMID,J.,1268,CourseNumber27,CourseName43,CourseID1247,RoomNumber88,1
HOWARD,HAMID,J.,1268,CourseNumber53,CourseName70,CourseID161,RoomNumber43,6
HOWARD,HAMID,J.,1268,CourseNumber57,CourseName74,CourseID171,RoomNumber57,2
HOWARD,HAMID,J.,1268,CourseNumber6,CourseName12,CourseID202,RoomNumber111,7
HOWARD,HAMID,J.,1268,CourseNumber63,CourseName80,CourseID203,RoomNumber62,3
HOWARD,HAMID,J.,1268,CourseNumber9,CourseName17,CourseID817,RoomNumber7,5
HOWARD,HAMZA,M.,1269,CourseNumber111,CourseName131,CourseID1154,RoomNumber67,5
HOWARD,HAMZA,M.,1269,CourseNumber147,CourseName177,CourseID809,RoomNumber111,2
HOWARD,HAMZA,M.,1269,CourseNumber32,CourseName49,CourseID1494,RoomNumber39,6
HOWARD,HAMZA,M.,1269,CourseNumber33,CourseName50,CourseID1382,RoomNumber34,4
HOWARD,HAMZA,M.,1269,CourseNumber35,CourseName52,CourseID718,RoomNumber7,3
HOWARD,HAMZA,M.,1269,CourseNumber36,CourseName53,CourseID1030,RoomNumber8,1
HOWARD,HAMZA,M.,1269,CourseNumber38,CourseName55,CourseID440,RoomNumber35,8
HOWARD,HANIYA,I.,1270,CourseNumber130,CourseName153,CourseID643,RoomNumber18,6
HOWARD,HANIYA,I.,1270,CourseNumber198,CourseName231,CourseID1309,RoomNumber59,5
HOWARD,HANIYA,I.,1270,CourseNumber204,CourseName236,CourseID1380,RoomNumber14,3
HOWARD,HANIYA,I.,1270,CourseNumber3,CourseName7,CourseID1190,RoomNumber7,8
HOWARD,HANIYA,I.,1270,CourseNumber50,CourseName67,CourseID928,RoomNumber51,2
HOWARD,HANIYA,I.,1270,CourseNumber61,CourseName78,CourseID1448,RoomNumber5,7
HOWARD,HANIYA,I.,1270,CourseNumber73,CourseName90,CourseID340,RoomNumber70,4
HOWE,BENICIO,N.,1271,CourseNumber132,CourseName154,CourseID651,RoomNumber104,1
HOWE,BENICIO,N.,1271,CourseNumber180,CourseName209,CourseID1116,RoomNumber60,4
HOWE,BENICIO,N.,1271,CourseNumber181,CourseName210,CourseID1117,RoomNumber111,8
HOWE,BENICIO,N.,1271,CourseNumber182,CourseName211,CourseID1119,RoomNumber67,3
HOWE,BENICIO,N.,1271,CourseNumber59,CourseName76,CourseID1328,RoomNumber58,6
HOWE,BENICIO,N.,1271,CourseNumber6,CourseName12,CourseID160,RoomNumber111,7
HOWE,BENICIO,N.,1271,CourseNumber75,CourseName92,CourseID1164,RoomNumber71,2
HOWE,BENICIO,N.,1271,CourseNumber9,CourseName17,CourseID273,RoomNumber7,5
HOWELL,AUDREY,O.,1272,CourseNumber157,CourseName186,CourseID1350,RoomNumber17,6
HOWELL,AUDREY,O.,1272,CourseNumber178,CourseName207,CourseID1103,RoomNumber7,7
HOWELL,AUDREY,O.,1272,CourseNumber20,CourseName32,CourseID61,RoomNumber24,1
HOWELL,AUDREY,O.,1272,CourseNumber40,CourseName57,CourseID788,RoomNumber84,8
HOWELL,AUDREY,O.,1272,CourseNumber60,CourseName77,CourseID188,RoomNumber39,2
HOYT,ANNELIESE,S.,1273,CourseNumber132,CourseName154,CourseID1126,RoomNumber104,7
HOYT,ANNELIESE,S.,1273,CourseNumber180,CourseName209,CourseID1116,RoomNumber60,4
HOYT,ANNELIESE,S.,1273,CourseNumber181,CourseName210,CourseID1117,RoomNumber111,8
HOYT,ANNELIESE,S.,1273,CourseNumber182,CourseName211,CourseID1119,RoomNumber67,3
HOYT,ANNELIESE,S.,1273,CourseNumber183,CourseName212,CourseID1121,RoomNumber73,6
HOYT,ANNELIESE,S.,1273,CourseNumber58,CourseName75,CourseID1324,RoomNumber6,2
HOYT,ANNELIESE,S.,1273,CourseNumber6,CourseName12,CourseID776,RoomNumber111,1
HOYT,ANNELIESE,S.,1273,CourseNumber9,CourseName17,CourseID817,RoomNumber7,5
HU,AFFAN,P.,1274,CourseNumber136,CourseName158,CourseID1439,RoomNumber29,8
HU,AFFAN,P.,1274,CourseNumber25,CourseName41,CourseID85,RoomNumber7,1
HU,AFFAN,P.,1274,CourseNumber40,CourseName57,CourseID1192,RoomNumber15,4
HU,AFFAN,P.,1274,CourseNumber43,CourseName60,CourseID1018,RoomNumber31,6
HU,AFFAN,P.,1274,CourseNumber46,CourseName63,CourseID1074,RoomNumber47,5
HUANG,COEN,V.,1275,CourseNumber145,CourseName175,CourseID1477,RoomNumber19,3
HUANG,COEN,V.,1275,CourseNumber21,CourseName34,CourseID1251,RoomNumber29,1
HUANG,COEN,V.,1275,CourseNumber33,CourseName50,CourseID724,RoomNumber69,6
HUANG,COEN,V.,1275,CourseNumber48,CourseName65,CourseID746,RoomNumber12,5
HUANG,COEN,V.,1275,CourseNumber49,CourseName66,CourseID142,RoomNumber49,2
HUANG,COEN,V.,1275,CourseNumber63,CourseName80,CourseID1141,RoomNumber62,8
HUANG,COEN,V.,1275,CourseNumber96,CourseName118,CourseID860,RoomNumber30,4
HUBBARD,DAX,J.,1276,CourseNumber27,CourseName43,CourseID1186,RoomNumber36,1
HUBBARD,DAX,J.,1276,CourseNumber6,CourseName12,CourseID1255,RoomNumber111,6
HUBBARD,DAX,J.,1276,CourseNumber63,CourseName80,CourseID586,RoomNumber56,2
HUBBARD,DAX,J.,1276,CourseNumber74,CourseName91,CourseID537,RoomNumber25,7
HUBBARD,DAX,J.,1276,CourseNumber76,CourseName93,CourseID800,RoomNumber57,5
HUBBARD,DAX,J.,1276,CourseNumber77,CourseName94,CourseID802,RoomNumber20,8
HUBBARD,DAX,J.,1276,CourseNumber9,CourseName17,CourseID24,RoomNumber7,3
HUBER,ANNABELL,Q.,1277,CourseNumber24,CourseName40,CourseID1389,RoomNumber79,1
HUBER,ANNABELL,Q.,1277,CourseNumber5,CourseName9,CourseID1238,RoomNumber76,5
HUBER,ANNABELL,Q.,1277,CourseNumber73,CourseName90,CourseID1213,RoomNumber72,8
HUBER,ANNABELL,Q.,1277,CourseNumber84,CourseName100,CourseID346,RoomNumber7,4
HUBER,ANNABELL,Q.,1277,CourseNumber91,CourseName110,CourseID576,RoomNumber54,2
HUBER,ANNABELL,Q.,1277,CourseNumber92,CourseName111,CourseID582,RoomNumber54,6
HUBER,ANNABELL,Q.,1277,CourseNumber95,CourseName116,CourseID647,RoomNumber36,7
HUDSON,BENICIO,U.,1278,CourseNumber1,CourseName2,CourseID936,RoomNumber16,8
HUDSON,BENICIO,U.,1278,CourseNumber24,CourseName40,CourseID452,RoomNumber79,2
HUDSON,BENICIO,U.,1278,CourseNumber25,CourseName41,CourseID151,RoomNumber7,5
HUDSON,BENICIO,U.,1278,CourseNumber26,CourseName42,CourseID1051,RoomNumber35,6
HUDSON,BENICIO,U.,1278,CourseNumber49,CourseName66,CourseID1326,RoomNumber49,4
HUDSON,BENICIO,U.,1278,CourseNumber75,CourseName92,CourseID987,RoomNumber71,1
HUERTA,ALEXANDER-JAMES,E.,1279,CourseNumber13,CourseName24,CourseID352,RoomNumber7,5
HUERTA,ALEXANDER-JAMES,E.,1279,CourseNumber16,CourseName27,CourseID640,RoomNumber21,6
HUERTA,ALEXANDER-JAMES,E.,1279,CourseNumber213,CourseName250,CourseID1471,RoomNumber78,4
HUERTA,ALEXANDER-JAMES,E.,1279,CourseNumber29,CourseName46,CourseID97,RoomNumber17,7
HUERTA,AMADOU,R.,1280,CourseNumber10,CourseName18,CourseID26,RoomNumber13,2
HUERTA,AMADOU,R.,1280,CourseNumber19,CourseName31,CourseID54,RoomNumber111,5
HUERTA,AMADOU,R.,1280,CourseNumber6,CourseName12,CourseID160,RoomNumber111,7
HUERTA,AMADOU,R.,1280,CourseNumber7,CourseName15,CourseID50,RoomNumber25,4
HUERTA,AMADOU,R.,1280,CourseNumber75,CourseName92,CourseID262,RoomNumber71,6
HUERTA,AMADOU,R.,1280,CourseNumber8,CourseName16,CourseID1036,RoomNumber67,1
HUERTA,AMADOU,R.,1280,CourseNumber9,CourseName17,CourseID367,RoomNumber7,8
HUERTA,AMADOU,R.,1280,CourseNumber97,CourseName120,CourseID1180,RoomNumber64,3
HUERTA,DANIELS,R.,1281,CourseNumber16,CourseName27,CourseID44,RoomNumber20,2
HUERTA,DANIELS,R.,1281,CourseNumber206,CourseName239,CourseID1409,RoomNumber22,8
HUERTA,DANIELS,R.,1281,CourseNumber207,CourseName240,CourseID1411,RoomNumber22,4
HUERTA,DANIELS,R.,1281,CourseNumber25,CourseName41,CourseID692,RoomNumber7,3
HUERTA,DANIELS,R.,1281,CourseNumber29,CourseName46,CourseID690,RoomNumber17,5
HUERTA,DAWID,J.,1282,CourseNumber145,CourseName175,CourseID1477,RoomNumber19,3
HUERTA,DAWID,J.,1282,CourseNumber27,CourseName43,CourseID89,RoomNumber36,4
HUERTA,DAWID,J.,1282,CourseNumber33,CourseName50,CourseID1384,RoomNumber34,5
HUERTA,DAWID,J.,1282,CourseNumber35,CourseName52,CourseID465,RoomNumber7,6
HUERTA,DAWID,J.,1282,CourseNumber48,CourseName65,CourseID565,RoomNumber56,7
HUERTA,DAWID,J.,1282,CourseNumber49,CourseName66,CourseID1433,RoomNumber49,8
HUERTA,DAWID,J.,1282,CourseNumber62,CourseName79,CourseID192,RoomNumber59,2
HUFF,BARDIA,Q.,1283,CourseNumber110,CourseName130,CourseID446,RoomNumber50,4
HUFF,BARDIA,Q.,1283,CourseNumber27,CourseName43,CourseID712,RoomNumber93,8
HUFF,BARDIA,Q.,1283,CourseNumber33,CourseName50,CourseID1156,RoomNumber11,2
HUFF,BARDIA,Q.,1283,CourseNumber35,CourseName52,CourseID1407,RoomNumber7,3
HUFF,BARDIA,Q.,1283,CourseNumber36,CourseName53,CourseID769,RoomNumber86,6
HUFF,BARDIA,Q.,1283,CourseNumber38,CourseName55,CourseID701,RoomNumber42,7
HUFF,BARDIA,Q.,1283,CourseNumber94,CourseName114,CourseID528,RoomNumber26,5
HUFF,CALVIN,S.,1284,CourseNumber10,CourseName18,CourseID953,RoomNumber57,3
HUFF,CALVIN,S.,1284,CourseNumber17,CourseName30,CourseID48,RoomNumber24,7
HUFF,CALVIN,S.,1284,CourseNumber27,CourseName43,CourseID89,RoomNumber36,4
HUFF,CALVIN,S.,1284,CourseNumber48,CourseName65,CourseID462,RoomNumber26,8
HUFF,CALVIN,S.,1284,CourseNumber6,CourseName12,CourseID210,RoomNumber111,6
HUFF,CALVIN,S.,1284,CourseNumber7,CourseName15,CourseID1363,RoomNumber84,2
HUFF,CALVIN,S.,1284,CourseNumber9,CourseName17,CourseID856,RoomNumber7,1
HUFFMAN,ANNE,C.,1285,CourseNumber10,CourseName18,CourseID184,RoomNumber57,4
HUFFMAN,ANNE,C.,1285,CourseNumber19,CourseName31,CourseID54,RoomNumber111,5
HUFFMAN,ANNE,C.,1285,CourseNumber6,CourseName12,CourseID536,RoomNumber111,6
HUFFMAN,ANNE,C.,1285,CourseNumber7,CourseName15,CourseID1085,RoomNumber11,7
HUFFMAN,ANNE,C.,1285,CourseNumber8,CourseName16,CourseID22,RoomNumber12,8
HUFFMAN,ANNE,C.,1285,CourseNumber9,CourseName17,CourseID56,RoomNumber7,2
HUFFMAN,ANNE,C.,1285,CourseNumber99,CourseName123,CourseID1443,RoomNumber93,1
HUFFMAN,AVA-LOUISE,T.,1286,CourseNumber122,CourseName144,CourseID598,RoomNumber27,6
HUFFMAN,AVA-LOUISE,T.,1286,CourseNumber13,CourseName24,CourseID336,RoomNumber7,8
HUFFMAN,AVA-LOUISE,T.,1286,CourseNumber16,CourseName27,CourseID44,RoomNumber20,2
HUFFMAN,AVA-LOUISE,T.,1286,CourseNumber29,CourseName46,CourseID690,RoomNumber17,5
HUFFMAN,AVA-LOUISE,T.,1286,CourseNumber31,CourseName48,CourseID1013,RoomNumber18,4
HUFFMAN,AVA-LOUISE,T.,1286,CourseNumber55,CourseName72,CourseID213,RoomNumber55,3
HUFFMAN,DANNII,U.,1287,CourseNumber10,CourseName18,CourseID1245,RoomNumber27,2
HUFFMAN,DANNII,U.,1287,CourseNumber158,CourseName187,CourseID915,RoomNumber59,4
HUFFMAN,DANNII,U.,1287,CourseNumber27,CourseName43,CourseID823,RoomNumber36,5
HUFFMAN,DANNII,U.,1287,CourseNumber48,CourseName65,CourseID1137,RoomNumber4,7
HUFFMAN,DANNII,U.,1287,CourseNumber6,CourseName12,CourseID17,RoomNumber111,1
HUFFMAN,DANNII,U.,1287,CourseNumber7,CourseName15,CourseID176,RoomNumber3,3
HUFFMAN,DANNII,U.,1287,CourseNumber9,CourseName17,CourseID1604,RoomNumber7,8
HUGGINS,AUTUMN,J.,1288,CourseNumber10,CourseName18,CourseID953,RoomNumber57,3
HUGGINS,AUTUMN,J.,1288,CourseNumber15,CourseName26,CourseID991,RoomNumber42,5
HUGGINS,AUTUMN,J.,1288,CourseNumber27,CourseName43,CourseID1549,RoomNumber61,6
HUGGINS,AUTUMN,J.,1288,CourseNumber48,CourseName65,CourseID481,RoomNumber79,4
HUGGINS,AUTUMN,J.,1288,CourseNumber6,CourseName12,CourseID175,RoomNumber111,1
HUGGINS,AUTUMN,J.,1288,CourseNumber7,CourseName15,CourseID563,RoomNumber3,2
HUGGINS,AUTUMN,J.,1288,CourseNumber9,CourseName17,CourseID989,RoomNumber7,7
HUGGINS,BADEN,V.,1289,CourseNumber216,CourseName253,CourseID1527,RoomNumber14,3
HUGGINS,BADEN,V.,1289,CourseNumber23,CourseName24,CourseID926,RoomNumber7,8
HUGGINS,BADEN,V.,1289,CourseNumber34,CourseName51,CourseID594,RoomNumber40,2
HUGGINS,BADEN,V.,1289,CourseNumber40,CourseName57,CourseID1504,RoomNumber16,6
HUGGINS,BADEN,V.,1289,CourseNumber51,CourseName68,CourseID149,RoomNumber44,7
HUGHES,DARA,P.,1290,CourseNumber1,CourseName2,CourseID349,RoomNumber69,2
HUGHES,DARA,P.,1290,CourseNumber129,CourseName152,CourseID634,RoomNumber94,8
HUGHES,DARA,P.,1290,CourseNumber166,CourseName143,CourseID993,RoomNumber7,4
HUGHES,DARA,P.,1290,CourseNumber31,CourseName48,CourseID101,RoomNumber18,3
HUGHES,DARA,P.,1290,CourseNumber38,CourseName55,CourseID940,RoomNumber53,5
HUGHES,DARA,P.,1290,CourseNumber50,CourseName67,CourseID1147,RoomNumber79,7
HUGHES,DARA,P.,1290,CourseNumber95,CourseName116,CourseID1206,RoomNumber50,1
HULL,BETH,J.,1291,CourseNumber11,CourseName19,CourseID28,RoomNumber14,7
HULL,BETH,J.,1291,CourseNumber196,CourseName227,CourseID1446,RoomNumber108,8
HULL,BETH,J.,1291,CourseNumber217,CourseName254,CourseID1532,RoomNumber59,5
HULL,BETH,J.,1291,CourseNumber53,CourseName70,CourseID1301,RoomNumber16,4
HULL,BETH,J.,1291,CourseNumber56,CourseName73,CourseID913,RoomNumber62,6
HULL,BETH,J.,1291,CourseNumber57,CourseName74,CourseID630,RoomNumber60,2
HULL,BETH,J.,1291,CourseNumber6,CourseName12,CourseID831,RoomNumber111,1
HULL,BETH,J.,1291,CourseNumber9,CourseName17,CourseID24,RoomNumber7,3
HULL,BRETT,J.,1292,CourseNumber1,CourseName2,CourseID695,RoomNumber11,4
HULL,BRETT,J.,1292,CourseNumber21,CourseName34,CourseID64,RoomNumber29,6
HULL,BRETT,J.,1292,CourseNumber3,CourseName7,CourseID9,RoomNumber7,1
HULL,BRETT,J.,1292,CourseNumber31,CourseName48,CourseID454,RoomNumber52,7
HULL,BRETT,J.,1292,CourseNumber38,CourseName55,CourseID155,RoomNumber53,2
HULL,BRETT,J.,1292,CourseNumber50,CourseName67,CourseID402,RoomNumber91,5
HULL,BRETT,J.,1292,CourseNumber55,CourseName72,CourseID588,RoomNumber55,8
HUMPHREY,ANJA,J.,1293,CourseNumber27,CourseName43,CourseID1186,RoomNumber36,1
HUMPHREY,ANJA,J.,1293,CourseNumber53,CourseName70,CourseID854,RoomNumber67,8
HUMPHREY,ANJA,J.,1293,CourseNumber56,CourseName73,CourseID777,RoomNumber62,2
HUMPHREY,ANJA,J.,1293,CourseNumber57,CourseName74,CourseID1469,RoomNumber60,3
HUMPHREY,ANJA,J.,1293,CourseNumber6,CourseName12,CourseID272,RoomNumber111,7
HUMPHREY,ANJA,J.,1293,CourseNumber65,CourseName82,CourseID221,RoomNumber63,5
HUMPHREY,ANJA,J.,1293,CourseNumber9,CourseName17,CourseID655,RoomNumber7,4
HUMPHREY,BARDIA,W.,1294,CourseNumber13,CourseName24,CourseID792,RoomNumber7,1
HUMPHREY,BARDIA,W.,1294,CourseNumber238,CourseName284,CourseID1683,RoomNumber14,2
HUMPHREY,BARDIA,W.,1294,CourseNumber40,CourseName57,CourseID1192,RoomNumber15,4
HUMPHREY,BARDIA,W.,1294,CourseNumber41,CourseName58,CourseID122,RoomNumber44,8
HUMPHREY,BARDIA,W.,1294,CourseNumber43,CourseName60,CourseID1018,RoomNumber31,6
HUMPHREY,BARDIA,W.,1294,CourseNumber98,CourseName122,CourseID377,RoomNumber86,5
HUMPHRIES,BROOKLYN,L.,1295,CourseNumber13,CourseName24,CourseID38,RoomNumber7,3
HUMPHRIES,BROOKLYN,L.,1295,CourseNumber37,CourseName54,CourseID422,RoomNumber41,7
HUMPHRIES,BROOKLYN,L.,1295,CourseNumber50,CourseName67,CourseID1083,RoomNumber85,6
HUMPHRIES,BROOKLYN,L.,1295,CourseNumber55,CourseName72,CourseID165,RoomNumber55,4
HUMPHRIES,BROOKLYN,L.,1295,CourseNumber61,CourseName78,CourseID1198,RoomNumber5,2
HUMPHRIES,BROOKLYN,L.,1295,CourseNumber66,CourseName83,CourseID485,RoomNumber39,5
HUMPHRIES,BROOKLYN,L.,1295,CourseNumber73,CourseName90,CourseID1213,RoomNumber72,8
HUNT,BAILLIE,X.,1296,CourseNumber10,CourseName18,CourseID26,RoomNumber13,2
HUNT,BAILLIE,X.,1296,CourseNumber17,CourseName30,CourseID1466,RoomNumber24,3
HUNT,BAILLIE,X.,1296,CourseNumber214,CourseName224,CourseID1480,RoomNumber101,4
HUNT,BAILLIE,X.,1296,CourseNumber48,CourseName65,CourseID565,RoomNumber56,7
HUNT,BAILLIE,X.,1296,CourseNumber6,CourseName12,CourseID381,RoomNumber111,6
HUNT,BAILLIE,X.,1296,CourseNumber7,CourseName15,CourseID1045,RoomNumber69,5
HUNT,BAILLIE,X.,1296,CourseNumber9,CourseName17,CourseID169,RoomNumber7,1
HUNTER,BAYLY,Y.,1297,CourseNumber13,CourseName24,CourseID38,RoomNumber7,3
HUNTER,BAYLY,Y.,1297,CourseNumber157,CourseName186,CourseID1268,RoomNumber17,4
HUNTER,BAYLY,Y.,1297,CourseNumber16,CourseName27,CourseID44,RoomNumber20,2
HUNTER,BAYLY,Y.,1297,CourseNumber31,CourseName48,CourseID454,RoomNumber52,7
HUNTER,BAYLY,Y.,1297,CourseNumber40,CourseName57,CourseID788,RoomNumber84,8
HURD,AMEERA,B.,1298,CourseNumber171,CourseName200,CourseID1496,RoomNumber106,7
HURD,AMEERA,B.,1298,CourseNumber196,CourseName227,CourseID1446,RoomNumber108,8
HURD,AMEERA,B.,1298,CourseNumber27,CourseName43,CourseID1132,RoomNumber93,5
HURD,AMEERA,B.,1298,CourseNumber53,CourseName70,CourseID211,RoomNumber16,2
HURD,AMEERA,B.,1298,CourseNumber56,CourseName73,CourseID783,RoomNumber56,3
HURD,AMEERA,B.,1298,CourseNumber57,CourseName74,CourseID388,RoomNumber13,4
HURD,AMEERA,B.,1298,CourseNumber6,CourseName12,CourseID1481,RoomNumber111,6
HURD,AMEERA,B.,1298,CourseNumber9,CourseName17,CourseID386,RoomNumber7,1
HURLEY,AALIA,J.,1299,CourseNumber33,CourseName50,CourseID106,RoomNumber15,8
HURLEY,AALIA,J.,1299,CourseNumber35,CourseName52,CourseID1659,RoomNumber7,7
HURLEY,AALIA,J.,1299,CourseNumber38,CourseName55,CourseID116,RoomNumber42,2
HURLEY,AALIA,J.,1299,CourseNumber39,CourseName56,CourseID584,RoomNumber36,3
HURLEY,AALIA,J.,1299,CourseNumber41,CourseName58,CourseID1188,RoomNumber44,4
HURLEY,AALIA,J.,1299,CourseNumber5,CourseName9,CourseID618,RoomNumber76,6
HURLEY,AALIA,J.,1299,CourseNumber56,CourseName73,CourseID167,RoomNumber56,5
HURST,GARETH,T.,1300,CourseNumber1,CourseName2,CourseID3,RoomNumber3,5
HURST,GARETH,T.,1300,CourseNumber137,CourseName159,CourseID679,RoomNumber7,7
HURST,GARETH,T.,1300,CourseNumber239,CourseName285,CourseID1685,RoomNumber101,2
HURST,GARETH,T.,1300,CourseNumber24,CourseName40,CourseID1389,RoomNumber79,1
HURST,GARETH,T.,1300,CourseNumber26,CourseName42,CourseID196,RoomNumber35,4
HURST,GARETH,T.,1300,CourseNumber5,CourseName9,CourseID760,RoomNumber76,8
HURST,GARETH,T.,1300,CourseNumber97,CourseName120,CourseID373,RoomNumber29,3
HURT,EMMA,J.,1301,CourseNumber190,CourseName221,CourseID1200,RoomNumber103,5
HURT,EMMA,J.,1301,CourseNumber3,CourseName7,CourseID1334,RoomNumber7,4
HURT,EMMA,J.,1301,CourseNumber31,CourseName48,CourseID1351,RoomNumber41,8
HURT,EMMA,J.,1301,CourseNumber50,CourseName67,CourseID1147,RoomNumber79,7
HURT,EMMA,J.,1301,CourseNumber73,CourseName90,CourseID1022,RoomNumber70,3
HURT,EMMA,J.,1301,CourseNumber91,CourseName110,CourseID576,RoomNumber54,2
HURT,EMMA,J.,1301,CourseNumber92,CourseName111,CourseID582,RoomNumber54,6
HURT,EVELYN,Z.,1302,CourseNumber1,CourseName2,CourseID3,RoomNumber3,5
HURT,EVELYN,Z.,1302,CourseNumber178,CourseName207,CourseID1103,RoomNumber7,7
HURT,EVELYN,Z.,1302,CourseNumber2,CourseName3,CourseID5,RoomNumber4,3
HURT,EVELYN,Z.,1302,CourseNumber26,CourseName42,CourseID1338,RoomNumber83,2
HURT,EVELYN,Z.,1302,CourseNumber31,CourseName48,CourseID1013,RoomNumber18,4
HURT,EVELYN,Z.,1302,CourseNumber73,CourseName90,CourseID1213,RoomNumber72,8
HURTADO,ADEOLU,J.,1303,CourseNumber122,CourseName144,CourseID669,RoomNumber27,1
HURTADO,ADEOLU,J.,1303,CourseNumber216,CourseName253,CourseID1527,RoomNumber14,3
HURTADO,ADEOLU,J.,1303,CourseNumber34,CourseName51,CourseID375,RoomNumber85,8
HURTADO,ADEOLU,J.,1303,CourseNumber37,CourseName54,CourseID114,RoomNumber41,5
HURTADO,ADEOLU,J.,1303,CourseNumber61,CourseName78,CourseID1279,RoomNumber102,6
HURTADO,ADEOLU,J.,1303,CourseNumber73,CourseName90,CourseID340,RoomNumber70,4
HURTADO,ADEOLU,J.,1303,CourseNumber84,CourseName100,CourseID308,RoomNumber7,2
HURTADO,ANTONI,J.,1304,CourseNumber119,CourseName141,CourseID1424,RoomNumber52,6
HURTADO,ANTONI,J.,1304,CourseNumber129,CourseName152,CourseID634,RoomNumber94,8
HURTADO,ANTONI,J.,1304,CourseNumber173,CourseName202,CourseID1055,RoomNumber7,2
HURTADO,ANTONI,J.,1304,CourseNumber218,CourseName255,CourseID1541,RoomNumber64,7
HURTADO,ANTONI,J.,1304,CourseNumber40,CourseName57,CourseID225,RoomNumber15,1
HURTADO,ANTONI,J.,1304,CourseNumber42,CourseName59,CourseID938,RoomNumber85,4
HURTADO,ANTONI,J.,1304,CourseNumber44,CourseName61,CourseID128,RoomNumber46,5
HURTADO,AQIL,J.,1305,CourseNumber111,CourseName131,CourseID473,RoomNumber51,6
HURTADO,AQIL,J.,1305,CourseNumber120,CourseName142,CourseID732,RoomNumber22,2
